Unit;LoC;NOC;CBO;DIT;RFC;WMC;LCOM;LCOM2;LCOM3;NoA;NoPA;NoM;NoPM;NoI;Ca;Ce;CCC;LMLoC;LPL;TLoC;CLoC;FLoC;ECC;FCC;HCC;TCC;RCo;SCo;HCo;NoR;NoS;NoH;TFC;NoCA;NoCI;NoCRN;NoDR;NoEH;NoGH;NoGS;NoNPB;NoOC;NoOCA;NoSF;NoSKS
org.apache.hadoop.hbase.io.crypto.KeyStoreKeyProvider;117.0;0.0;32.0;1.0;29.0;21.0;15.0;0.6190476190476191;0.7222222222222223;3.0;0.0;7.0;3.0;34.0;2.0;30.0;28.0;21.0;2.0;13.0;8.0;2.0;31.0;2.0;8.0;7.0;1.0;1.0;6.0;11.0;3.0;8.0;3.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;4.0;0.0;0.0;0.0;0.0
org.apache.hadoop.hbase.util.FastLongHistogram;285.0;0.0;20.0;1.0;13.0;10.0;0.0;0.6296296296296297;0.7083333333333333;3.0;2.0;9.0;9.0;43.0;0.0;0.0;55.0;8.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
org.apache.hadoop.hbase.util.RetryCounter$ExponentialBackoffPolicyWithLimit;5.0;0.0;9.0;3.0;4.0;1.0;0.0;1.0;0.0;0.0;0.0;1.0;1.0;5.0;3.0;9.0;2.0;3.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
org.apache.hadoop.hbase.util.UnsafeAvailChecker;55.0;0.0;22.0;1.0;2.0;2.0;1.0;0.75;1.5;4.0;0.0;2.0;2.0;14.0;5.0;22.0;7.0;2.0;0.0;9.0;3.0;0.0;5.0;0.0;2.0;3.0;0.0;0.0;2.0;0.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;0.0;2.0;0.0;0.0;0.0;0.0
org.apache.hadoop.hbase.ChoreService;335.0;0.0;46.0;1.0;59.0;39.0;91.0;0.7592592592592593;0.803921568627451;6.0;1.0;18.0;9.0;94.0;2.0;39.0;61.0;18.0;2.0;6.0;4.0;0.0;5.0;0.0;3.0;2.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0
org.apache.hadoop.hbase.types.CopyOnWriteArrayMap$ArrayKeySet;174.0;0.0;23.0;1.0;34.0;17.0;420.0;0.8;0.8275862068965517;1.0;0.0;30.0;30.0;9.0;2.0;17.0;47.0;9.0;4.0;0.0;0.0;0.0;20.0;0.0;0.0;0.0;1.0;0.0;0.0;20.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
org.apache.hadoop.hbase.util.ByteBufferUtils;497.0;0.0;30.0;1.0;57.0;97.0;322.0;0.9038461538461539;0.94;4.0;0.0;26.0;26.0;97.0;55.0;56.0;123.0;29.0;6.0;0.0;0.0;0.0;10.0;0.0;0.0;0.0;1.0;1.0;0.0;1.0;9.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
org.apache.hadoop.hbase.io.encoding.FastDiffDeltaEncoder;465.0;0.0;44.0;2.0;68.0;60.0;25.0;0.6458333333333333;0.738095238095238;6.0;0.0;8.0;4.0;145.0;3.0;48.0;68.0;128.0;4.0;0.0;0.0;0.0;5.0;0.0;0.0;0.0;1.0;2.0;0.0;1.0;5.0;0.0;25.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0
org.apache.hadoop.hbase.util.Base64$Base64InputStream;187.0;0.0;17.0;3.0;5.0;36.0;1.0;0.5;1.0;9.0;0.0;2.0;2.0;8.0;0.0;0.0;38.0;93.0;3.0;8.0;4.0;0.0;9.0;0.0;2.0;2.0;1.0;1.0;1.0;3.0;2.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0
org.apache.hadoop.hbase.KeyValue$MetaComparator;109.0;0.0;15.0;2.0;18.0;37.0;0.0;1.0;0.0;0.0;0.0;7.0;5.0;19.0;2.0;17.0;44.0;50.0;6.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
org.apache.hadoop.hbase.io.encoding.EncodingState;5.0;3.0;7.0;1.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;1.0;12.0;10.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
org.apache.hadoop.hbase.KeyValueUtil;614.0;0.0;47.0;1.0;125.0;67.0;0.0;1.0;0.0;0.0;0.0;37.0;35.0;182.0;25.0;52.0;104.0;40.0;11.0;0.0;0.0;0.0;9.0;0.0;0.0;0.0;3.0;2.0;0.0;5.0;4.0;0.0;7.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
org.apache.hadoop.hbase.io.ImmutableBytesWritable;226.0;0.0;34.0;1.0;31.0;22.0;32.0;0.3111111111111111;0.3333333333333333;3.0;0.0;15.0;15.0;30.0;2.0;30.0;38.0;13.0;3.0;0.0;0.0;0.0;5.0;0.0;0.0;0.0;1.0;1.0;0.0;3.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
org.apache.hadoop.hbase.types.OrderedInt16;39.0;0.0;21.0;2.0;9.0;8.0;20.0;1.0;1.1666666666666667;2.0;2.0;7.0;7.0;5.0;1.0;17.0;15.0;3.0;2.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
org.apache.hadoop.hbase.util.CoprocessorClassLoader;309.0;0.0;49.0;4.0;60.0;39.0;27.0;0.8194444444444444;0.921875;8.0;0.0;9.0;6.0;85.0;1.0;49.0;48.0;44.0;4.0;44.0;20.0;2.0;25.0;2.0;5.0;12.0;3.0;2.0;1.0;3.0;3.0;2.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;4.0;0.0;0.0;1.0;0.0
org.apache.hadoop.hbase.KeyValue$RowOnlyComparator;10.0;0.0;7.0;1.0;2.0;1.0;0.0;0.0;0.0;1.0;0.0;1.0;1.0;2.0;0.0;0.0;2.0;2.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
org.apache.hadoop.hbase.io.encoding.BufferedDataBlockEncoder;931.0;4.0;63.0;1.0;46.0;28.0;55.0;1.0;1.1;1.0;0.0;11.0;7.0;202.0;11.0;65.0;156.0;29.0;4.0;13.0;6.0;0.0;33.0;0.0;5.0;5.0;5.0;2.0;2.0;14.0;9.0;5.0;12.0;0.0;1.0;0.0;1.0;0.0;3.0;0.0;5.0;0.0;0.0;0.0;0.0
org.apache.hadoop.hbase.types.OrderedInt32;39.0;0.0;20.0;2.0;9.0;8.0;20.0;1.0;1.1666666666666667;2.0;2.0;7.0;7.0;5.0;1.0;16.0;15.0;3.0;2.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
org.apache.hadoop.hbase.util.AbstractHBaseTool;166.0;0.0;34.0;1.0;50.0;20.0;170.0;0.8707482993197279;0.9142857142857143;7.0;0.0;21.0;7.0;41.0;2.0;42.0;41.0;32.0;3.0;9.0;7.0;0.0;15.0;0.0;5.0;5.0;2.0;3.0;2.0;2.0;3.0;3.0;2.0;0.0;0.0;0.0;0.0;0.0;2.0;1.0;3.0;0.0;0.0;0.0;0.0
org.apache.hadoop.hbase.security.User$TestingGroups;23.0;0.0;16.0;2.0;6.0;2.0;0.0;0.25;0.5;2.0;0.0;2.0;1.0;5.0;4.0;15.0;4.0;8.0;2.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
org.apache.hadoop.hbase.util.Sleeper;90.0;0.0;15.0;1.0;10.0;10.0;4.0;0.625;0.8333333333333334;6.0;0.0;4.0;4.0;14.0;1.0;15.0;14.0;41.0;1.0;12.0;5.0;0.0;7.0;0.0;3.0;4.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0
org.apache.hadoop.hbase.io.encoding.HFileBlockDefaultEncodingContext;221.0;0.0;37.0;1.0;34.0;18.0;57.0;0.8680555555555556;0.9469696969696969;12.0;0.0;12.0;11.0;46.0;10.0;38.0;32.0;83.0;2.0;3.0;3.0;0.0;7.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;4.0;1.0;4.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0
org.apache.hadoop.hbase.io.util.HeapMemorySizeUtil;121.0;0.0;20.0;1.0;19.0;17.0;7.0;0.65;0.8125;8.0;6.0;5.0;5.0;24.0;0.0;0.0;22.0;26.0;2.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
org.apache.hadoop.hbase.io.encoding.CopyKeyDataBlockEncoder;88.0;0.0;35.0;2.0;42.0;11.0;0.0;1.0;0.0;0.0;0.0;5.0;4.0;48.0;1.0;38.0;16.0;30.0;4.0;0.0;0.0;0.0;2.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;2.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
org.apache.hadoop.hbase.util.EnvironmentEdgeManager;47.0;0.0;11.0;1.0;8.0;4.0;5.0;0.5;0.6666666666666666;1.0;0.0;4.0;4.0;5.0;3.0;11.0;8.0;6.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
org.apache.hadoop.hbase.KeyValue$KeyOnlyKeyValue;156.0;0.0;16.0;2.0;40.0;25.0;0.0;1.0;0.0;0.0;0.0;26.0;25.0;27.0;11.0;19.0;51.0;5.0;3.0;0.0;0.0;0.0;3.0;0.0;0.0;0.0;1.0;0.0;0.0;3.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
org.apache.hadoop.hbase.codec.CellCodecWithTags;85.0;0.0;25.0;1.0;2.0;2.0;0.0;1.0;0.0;0.0;0.0;2.0;2.0;49.0;3.0;29.0;6.0;2.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;11.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
org.apache.hadoop.hbase.codec.KeyValueCodecWithTags;35.0;0.0;21.0;1.0;2.0;2.0;0.0;1.0;0.0;0.0;0.0;2.0;2.0;6.0;3.0;31.0;5.0;2.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
org.apache.hadoop.hbase.util.DNS;38.0;0.0;15.0;1.0;3.0;4.0;0.0;0.0;0.0;2.0;0.0;1.0;1.0;4.0;2.0;15.0;5.0;13.0;2.0;6.0;3.0;0.0;7.0;0.0;2.0;3.0;1.0;1.0;1.0;1.0;1.0;2.0;0.0;0.0;1.0;0.0;0.0;0.0;2.0;0.0;2.0;0.0;0.0;0.0;0.0
org.apache.hadoop.hbase.codec.KeyValueCodecWithTags$KeyValueDecoder;7.0;0.0;8.0;2.0;2.0;1.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;2.0;2.0;9.0;2.0;2.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
org.apache.hadoop.hbase.exceptions.IllegalArgumentIOException;15.0;0.0;8.0;3.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;4.0;1.0;8.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
org.apache.hadoop.hbase.codec.CodecException;15.0;0.0;8.0;4.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;4.0;2.0;8.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
org.apache.hadoop.hbase.types.RawShort;51.0;0.0;21.0;1.0;18.0;11.0;0.0;1.0;0.0;0.0;0.0;11.0;11.0;15.0;1.0;18.0;22.0;4.0;3.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
org.apache.hadoop.hbase.NamespaceDescriptor;161.0;0.0;34.0;1.0;19.0;11.0;17.0;0.9204545454545454;1.051948051948052;11.0;9.0;8.0;8.0;45.0;3.0;27.0;26.0;21.0;2.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
org.apache.hadoop.hbase.util.BoundedArrayQueue;51.0;0.0;16.0;3.0;7.0;9.0;7.0;0.5833333333333333;0.7;4.0;0.0;6.0;5.0;2.0;0.0;0.0;15.0;6.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
org.apache.hadoop.hbase.util.ExceptionUtil;38.0;0.0;15.0;1.0;7.0;15.0;0.0;1.0;0.0;0.0;0.0;3.0;3.0;5.0;1.0;15.0;18.0;13.0;1.0;0.0;0.0;0.0;2.0;0.0;0.0;0.0;1.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
org.apache.hadoop.hbase.io.encoding.DiffKeyDeltaEncoder$DiffSeekerState;10.0;0.0;8.0;2.0;2.0;0.0;0.0;0.0;0.0;2.0;0.0;1.0;0.0;2.0;2.0;11.0;1.0;5.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
org.apache.hadoop.hbase.util.PrettyPrinter;73.0;0.0;16.0;1.0;8.0;14.0;0.0;1.0;0.0;0.0;0.0;2.0;1.0;32.0;1.0;25.0;16.0;51.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
org.apache.hadoop.hbase.util.Bytes$LexicographicalComparerHolder;200.0;0.0;29.0;1.0;4.0;2.0;0.0;0.5;0.5;2.0;0.0;1.0;0.0;28.0;3.0;23.0;39.0;12.0;0.0;7.0;1.0;0.0;6.0;0.0;2.0;2.0;2.0;0.0;1.0;2.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0
org.apache.hadoop.hbase.util.AbstractByteRange;270.0;3.0;20.0;1.0;48.0;43.0;416.0;0.7411764705882353;0.7636363636363637;5.0;1.0;34.0;32.0;23.0;6.0;20.0;77.0;14.0;4.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
org.apache.hadoop.hbase.util.Bytes$ByteArrayComparator;15.0;1.0;15.0;1.0;4.0;2.0;0.0;1.0;0.0;0.0;0.0;2.0;2.0;3.0;3.0;12.0;4.0;3.0;6.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
org.apache.hadoop.hbase.codec.CellCodec$CellEncoder;35.0;0.0;11.0;2.0;23.0;0.0;0.0;1.0;0.0;0.0;0.0;2.0;1.0;29.0;2.0;11.0;2.0;16.0;3.0;0.0;0.0;0.0;2.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;2.0;0.0;5.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
org.apache.hadoop.hbase.util.ReadOnlyByteRangeException;4.0;0.0;8.0;3.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;3.0;5.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
org.apache.hadoop.hbase.BaseConfigurable;13.0;1.0;9.0;1.0;2.0;1.0;0.0;0.0;0.0;1.0;0.0;2.0;2.0;1.0;2.0;9.0;3.0;2.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
org.apache.hadoop.hbase.util.ReflectionUtils;154.0;0.0;48.0;1.0;46.0;37.0;20.0;0.8571428571428572;1.0;2.0;0.0;7.0;4.0;71.0;3.0;47.0;44.0;37.0;3.0;7.0;12.0;0.0;17.0;0.0;6.0;5.0;1.0;0.0;6.0;6.0;0.0;6.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;3.0;0.0;0.0;0.0;0.0
org.apache.hadoop.hbase.util.VersionInfo;95.0;0.0;20.0;1.0;28.0;11.0;51.0;0.7777777777777778;0.8484848484848485;3.0;0.0;12.0;10.0;24.0;2.0;20.0;23.0;7.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
org.apache.hadoop.hbase.ProcedureInfo;258.0;0.0;37.0;1.0;74.0;40.0;305.0;0.8720538720538721;0.9055944055944056;11.0;0.0;27.0;26.0;83.0;0.0;0.0;67.0;31.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
org.apache.hadoop.hbase.util.Base64;1564.0;0.0;47.0;1.0;57.0;94.0;172.0;0.8978260869565218;0.9386363636363636;20.0;7.0;23.0;17.0;127.0;0.0;0.0;170.0;75.0;6.0;143.0;61.0;121.0;114.0;25.0;42.0;42.0;1.0;0.0;4.0;5.0;0.0;35.0;8.0;0.0;5.0;2.0;0.0;0.0;19.0;0.0;32.0;0.0;0.0;4.0;0.0
org.apache.hadoop.hbase.io.util.LRUDictionary;180.0;0.0;20.0;1.0;10.0;6.0;0.0;0.0;0.0;1.0;0.0;5.0;5.0;25.0;7.0;23.0;32.0;6.0;3.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
org.apache.hadoop.hbase.util.Counter;158.0;0.0;26.0;1.0;20.0;17.0;15.0;0.6428571428571428;0.75;2.0;0.0;7.0;6.0;36.0;3.0;22.0;26.0;36.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
org.apache.hadoop.hbase.CellComparator$RowComparator;4.0;0.0;5.0;2.0;2.0;1.0;0.0;1.0;0.0;0.0;0.0;1.0;1.0;2.0;0.0;0.0;2.0;2.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
org.apache.hadoop.hbase.codec.BaseEncoder;25.0;4.0;16.0;1.0;5.0;4.0;4.0;0.5;0.6666666666666666;2.0;0.0;4.0;2.0;2.0;9.0;16.0;8.0;4.0;1.0;0.0;0.0;0.0;4.0;0.0;0.0;0.0;1.0;2.0;0.0;1.0;3.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
org.apache.hadoop.hbase.util.ClassLoaderBase;41.0;2.0;14.0;3.0;3.0;4.0;0.0;0.75;0.75;4.0;0.0;1.0;0.0;4.0;3.0;9.0;5.0;12.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
org.apache.hadoop.hbase.types.OrderedInt8;39.0;0.0;21.0;2.0;9.0;8.0;20.0;1.0;1.1666666666666667;2.0;2.0;7.0;7.0;5.0;1.0;17.0;15.0;3.0;2.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
org.apache.hadoop.hbase.io.hfile.HFileContext;205.0;0.0;26.0;1.0;32.0;19.0;230.0;0.903010033444816;0.9440559440559441;13.0;1.0;23.0;23.0;32.0;14.0;26.0;43.0;15.0;1.0;1.0;1.0;0.0;4.0;0.0;1.0;2.0;1.0;0.0;1.0;1.0;0.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0
org.apache.hadoop.hbase.util.Addressing;130.0;0.0;25.0;1.0;28.0;26.0;33.0;0.8333333333333334;0.9375;2.0;2.0;9.0;8.0;28.0;2.0;23.0;35.0;19.0;2.0;1.0;1.0;0.0;9.0;0.0;1.0;1.0;2.0;1.0;1.0;3.0;4.0;1.0;3.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0
org.apache.hadoop.hbase.util.Classes;51.0;0.0;20.0;1.0;8.0;22.0;0.0;1.0;0.0;0.0;0.0;2.0;2.0;16.0;2.0;20.0;24.0;22.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
org.apache.hadoop.hbase.util.Counter$Cell;27.0;0.0;9.0;1.0;3.0;2.0;0.0;0.90625;1.8125;16.0;0.0;2.0;0.0;4.0;3.0;8.0;4.0;3.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
org.apache.hadoop.hbase.ScheduledChore;324.0;0.0;27.0;1.0;51.0;40.0;293.0;0.9166666666666666;0.9533333333333333;12.0;0.0;26.0;13.0;45.0;4.0;28.0;66.0;24.0;1.0;5.0;5.0;0.0;6.0;0.0;3.0;3.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0